robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstacles,crowdnav,dwa,rlca,teb
0.22,0.113,0.43,0.57,0.0,165.85,7.0,90.0,70.0,1,45,4.0,0,0,0.0,0,284.2105,0.0283,3150.0,2.3219,8,0.3994,0.9,0.0081,0.0,0.67,0.58,9,1,0,0,0
0.22,0.113,0.23,0.77,0.0,127.63,19.0,70.0,70.0,0,0,0.0,1,40,4.0,0,270.0,0.0205,2450.0,2.3219,11,0.5016,0.5,0.0244,0.0,0.7,0.58,9,1,0,0,0
2.0,0.267,0.7,0.3,0.0,59.73,8.0,70.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0184,1750.0,2.3219,3,0.3163,1.0,0.0058,0.0,0.6,0.41,4,0,0,1,0
2.0,0.267,0.17,0.73,0.1,243.85,21.0,90.0,90.0,0,0,0.0,1,40,6.0,0,270.0,0.0288,4050.0,2.3219,7,0.5454,0.3,0.0131,0.0,0.7,0.71,8,1,0,0,0
2.0,0.267,0.23,0.73,0.03,57.47,12.0,50.0,50.0,0,0,0.0,1,40,2.0,0,84.7059,0.0141,1250.0,2.3219,20,0.396,0.5,0.0128,0.0,0.64,0.53,6,0,0,1,0
2.0,0.267,0.27,0.7,0.03,302.52,21.0,90.0,70.0,0,0,0.0,1,40,4.0,0,305.4545,0.0279,3150.0,2.3219,13,0.444,0.6,0.0128,0.0,0.6,0.53,6,0,0,1,0
2.0,0.267,0.17,0.63,0.2,209.89,23.0,70.0,90.0,1,30,5.0,0,0,0.0,0,216.0,0.0287,3150.0,2.3219,4,0.3992,0.8,0.0101,0.0,0.58,0.33,9,0,0,1,0
0.22,0.113,0.32,0.68,0.0,243.98,10.0,90.0,50.0,1,45,3.0,0,0,0.0,0,180.0,0.0206,2250.0,2.3219,4,0.4451,0.5,0.0092,0.0,0.75,0.54,9,1,0,0,0
0.22,0.113,0.4,0.6,0.0,117.4,13.0,70.0,90.0,1,70,4.0,0,0,0.0,0,360.0,0.0312,3150.0,2.3219,3,0.3235,0.3,0.0072,0.0,0.63,0.65,6,0,0,1,0
2.0,0.267,0.41,0.59,0.0,146.27,10.0,70.0,50.0,0,0,0.0,1,30,2.0,0,90.0,0.0208,1750.0,2.3219,25,0.2574,0.4,0.1469,0.0005,0.87,0.75,6,1,0,0,0
2.0,0.267,0.2,0.8,0.0,79.44,19.0,90.0,90.0,1,45,3.0,0,0,0.0,0,180.0,0.0282,4050.0,2.3219,4,0.5723,0.5,0.0077,0.0,0.68,0.61,12,1,0,0,0
2.0,0.267,0.57,0.43,0.0,28.69,9.0,50.0,50.0,0,0,0.0,1,40,2.0,0,308.5714,0.014,1250.0,2.3219,9,0.416,0.6,0.012,0.0,0.78,0.5,4,1,0,0,0
0.22,0.113,0.34,0.66,0.0,125.83,18.0,70.0,90.0,1,70,3.0,0,0,0.0,0,288.0,0.028,3150.0,2.3219,7,0.4376,0.4,0.0159,0.0,0.66,0.54,9,1,0,0,0
0.22,0.113,0.47,0.53,0.0,85.28,9.0,50.0,90.0,1,70,5.0,0,0,0.0,0,320.0,0.0244,2250.0,2.3219,4,0.2707,0.8,0.0174,0.0,0.64,0.57,9,1,0,0,0
2.0,0.267,0.43,0.57,0.0,69.13,9.0,90.0,70.0,1,30,3.0,0,0,0.0,0,360.0,0.0213,3150.0,2.3219,1,0.6083,0.0,0.0,1.0,0.53,0.44,6,0,0,1,0
0.22,0.113,0.4,0.6,0.0,127.93,10.0,90.0,90.0,1,70,4.0,0,0,0.0,0,300.0,0.0359,4050.0,2.3219,8,0.3762,0.5,0.0099,0.0,0.62,0.54,8,1,0,0,0
2.0,0.267,0.33,0.67,0.0,141.27,12.0,70.0,70.0,1,45,3.0,0,0,0.0,0,160.0,0.0225,2450.0,2.3219,8,0.4537,0.5,0.007,0.0,0.62,0.54,6,1,0,0,0
2.0,0.267,0.33,0.67,0.0,62.39,13.0,70.0,70.0,0,0,0.0,1,40,4.0,0,216.0,0.021,2450.0,2.3219,10,0.4837,0.3,0.018,0.0,0.61,0.61,6,1,0,0,0
0.22,0.113,0.37,0.63,0.0,82.31,7.0,90.0,90.0,1,30,5.0,0,0,0.0,0,360.0,0.0271,4050.0,2.3219,2,0.5564,1.0,0.0049,0.0,0.68,0.54,12,0,0,1,0
2.0,0.267,0.53,0.47,0.0,54.82,10.0,70.0,70.0,1,70,4.0,0,0,0.0,0,240.0,0.0257,2450.0,2.3219,7,0.2984,0.4,0.0112,0.0,0.57,0.53,6,1,0,0,0
2.0,0.267,0.2,0.77,0.03,247.44,16.0,70.0,70.0,1,70,3.0,0,0,0.0,0,240.0,0.0232,2450.0,2.3219,7,0.4057,0.4,0.0091,0.0,0.59,0.59,9,1,0,0,0
0.22,0.113,0.43,0.57,0.0,97.42,11.0,90.0,50.0,1,30,4.0,0,0,0.0,0,90.0,0.0193,2250.0,2.3219,6,0.4818,0.3,0.0063,0.0,0.69,0.59,6,0,0,1,0
2.0,0.267,0.28,0.72,0.0,60.22,19.0,70.0,90.0,1,30,4.0,0,0,0.0,0,154.2857,0.0249,3150.0,2.3219,6,0.501,0.5,0.0077,0.0,0.54,0.37,6,0,0,1,0
0.22,0.113,0.73,0.27,0.0,35.78,2.0,50.0,70.0,1,30,5.0,0,0,0.0,0,360.0,0.0173,1750.0,2.3219,1,0.3669,0.0,0.0,1.0,0.61,0.56,6,1,0,0,0
2.0,0.267,0.27,0.73,0.0,278.0,12.0,70.0,50.0,0,0,0.0,1,40,4.0,0,305.4545,0.014,1750.0,2.3219,11,0.5689,0.5,0.0175,0.0,0.76,0.52,6,0,0,1,0
2.0,0.267,0.3,0.7,0.0,77.54,18.0,90.0,70.0,1,70,3.0,0,0,0.0,0,120.0,0.0266,3150.0,2.3219,12,0.4652,0.6,0.0063,0.0,0.65,0.66,6,0,0,1,0
0.22,0.113,0.47,0.53,0.0,149.38,6.0,90.0,70.0,1,70,3.0,0,0,0.0,0,332.3077,0.0271,3150.0,2.3219,7,0.4643,0.6,0.0219,0.0,0.59,0.55,6,1,0,0,0
2.0,0.267,0.61,0.39,0.0,74.57,4.0,50.0,70.0,0,0,0.0,1,40,4.0,0,360.0,0.0137,1750.0,2.3219,3,0.5611,0.7,0.0122,0.0,0.73,0.47,6,0,0,1,0
0.22,0.113,0.87,0.13,0.0,77.35,6.0,70.0,50.0,1,70,4.0,0,0,0.0,0,180.0,0.0187,1750.0,2.3219,2,0.3129,1.0,0.0008,0.0,0.53,0.44,4,1,0,0,0
0.22,0.113,0.53,0.47,0.0,44.41,2.0,70.0,70.0,1,70,5.0,0,0,0.0,0,288.0,0.0258,2450.0,2.3219,5,0.268,0.6,0.0059,0.0,0.51,0.58,9,1,0,0,0
0.22,0.113,0.37,0.63,0.0,118.48,12.0,90.0,70.0,1,30,5.0,0,0,0.0,0,225.0,0.0267,3150.0,2.3219,6,0.4389,0.3,0.0115,0.0,0.61,0.5,9,0,0,1,0
0.22,0.113,0.3,0.7,0.0,113.48,14.0,70.0,90.0,1,30,4.0,0,0,0.0,0,360.0,0.0256,3150.0,2.3219,3,0.4852,0.3,0.01,0.0,0.5,0.65,6,1,0,0,0
0.22,0.113,0.3,0.7,0.0,149.71,8.0,50.0,90.0,0,0,0.0,1,40,2.0,0,77.8378,0.0262,2250.0,2.3219,35,0.2593,0.6,0.0191,0.0,0.7,0.48,9,0,0,1,0
0.22,0.113,0.53,0.47,0.0,85.53,8.0,70.0,50.0,1,30,5.0,0,0,0.0,0,90.0,0.0184,1750.0,2.3219,4,0.3086,0.5,0.0031,0.0,0.62,0.68,6,0,0,1,0
0.22,0.113,0.34,0.66,0.0,163.97,6.0,90.0,50.0,1,45,4.0,0,0,0.0,0,205.7143,0.0218,2250.0,2.3219,8,0.3896,0.8,0.0066,0.0,0.73,0.75,9,0,0,1,0
0.22,0.113,0.37,0.6,0.03,220.23,9.0,70.0,90.0,1,70,4.0,0,0,0.0,0,270.0,0.0325,3150.0,2.3219,8,0.2976,0.6,0.0122,0.0,0.7,0.35,6,1,0,0,0
0.22,0.113,0.41,0.59,0.0,107.05,6.0,50.0,70.0,1,70,4.0,0,0,0.0,0,261.8182,0.0205,1750.0,2.3219,9,0.2517,0.7,0.0102,0.0,0.52,0.72,4,0,0,1,0
2.0,0.267,0.4,0.6,0.0,63.49,16.0,70.0,90.0,0,0,0.0,1,30,4.0,0,308.5714,0.0302,3150.0,2.3219,6,0.3698,0.3,0.0106,0.0,0.84,0.69,6,0,0,1,0
0.22,0.113,0.77,0.23,0.0,35.27,1.0,50.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.0196,1750.0,2.3219,3,0.2589,1.0,0.0056,0.0,0.66,0.79,6,0,0,1,0
2.0,0.267,0.1,0.77,0.13,323.07,23.0,90.0,90.0,0,0,0.0,1,40,4.0,0,294.5455,0.0374,4050.0,2.3219,15,0.3712,0.4,0.0126,0.0,0.65,0.57,8,0,0,1,0
0.22,0.113,0.27,0.73,0.0,239.57,10.0,90.0,90.0,0,0,0.0,1,40,4.0,0,291.8919,0.0371,4050.0,2.3219,17,0.3583,0.5,0.0127,0.0,0.62,0.61,12,1,0,0,0
0.22,0.113,0.27,0.73,0.0,339.37,18.0,70.0,70.0,0,0,0.0,1,40,4.0,0,150.0,0.0212,2450.0,2.3219,12,0.4937,0.6,0.0144,0.0,0.62,0.54,9,0,0,1,0
2.0,0.267,0.29,0.71,0.0,80.55,13.0,70.0,70.0,1,30,4.0,0,0,0.0,0,90.0,0.0215,2450.0,2.3219,4,0.4518,0.5,0.0034,0.0,0.75,0.56,9,0,0,1,0
0.22,0.113,0.48,0.52,0.0,295.8,10.0,70.0,90.0,1,30,5.0,0,0,0.0,0,180.0,0.0272,3150.0,2.3219,2,0.4229,0.0,0.0,1.0,0.54,0.59,9,1,0,0,0
0.22,0.113,0.61,0.39,0.0,69.36,3.0,50.0,50.0,0,0,0.0,1,40,6.0,0,313.0435,0.0069,1250.0,2.3219,5,0.7368,0.4,0.0182,0.0,0.79,0.72,4,1,0,0,0
2.0,0.267,0.13,0.83,0.03,80.85,23.0,50.0,90.0,0,0,0.0,1,40,4.0,0,192.0,0.0179,2250.0,2.3219,9,0.5527,0.6,0.0183,0.0,0.72,0.44,9,0,0,1,0
2.0,0.267,0.33,0.57,0.1,264.73,21.0,90.0,50.0,1,45,4.0,0,0,0.0,0,240.0,0.0224,2250.0,2.3219,3,0.3824,0.7,0.0052,0.0,0.68,0.37,6,1,0,0,0
2.0,0.267,0.27,0.7,0.03,438.88,16.0,50.0,70.0,1,45,5.0,0,0,0.0,0,180.0,0.0179,1750.0,2.3219,2,0.3309,0.0,0.0,1.0,0.64,0.56,6,1,0,0,0
2.0,0.267,0.13,0.8,0.07,67.45,26.0,70.0,70.0,0,0,0.0,1,30,2.0,0,139.3548,0.0288,2450.0,2.3219,27,0.1908,0.4,0.0127,0.0,0.66,0.43,6,1,0,0,0
0.22,0.113,0.07,0.9,0.03,118.06,28.0,50.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.0213,1750.0,2.3219,2,0.1911,0.0,0.0,1.0,0.71,0.51,6,0,0,1,0
0.22,0.113,0.33,0.67,0.0,128.88,17.0,90.0,70.0,1,70,3.0,0,0,0.0,0,265.2632,0.029,3150.0,2.3219,11,0.4163,0.5,0.0121,0.0,0.75,0.53,6,0,0,1,0
0.22,0.113,0.63,0.37,0.0,106.29,4.0,70.0,70.0,1,30,5.0,0,0,0.0,0,180.0,0.0231,2450.0,2.3219,3,0.3729,0.7,0.0031,0.0,0.61,0.43,6,0,0,1,0
2.0,0.267,0.45,0.55,0.0,25.04,1.0,50.0,70.0,0,0,0.0,1,40,6.0,0,205.7143,0.0092,1750.0,2.3219,8,0.7346,0.4,0.0805,0.0001,0.69,0.59,6,1,0,0,0
2.0,0.267,0.47,0.53,0.0,51.54,15.0,50.0,70.0,0,0,0.0,1,30,6.0,0,360.0,0.0101,1750.0,2.3219,4,0.6886,0.5,0.0258,0.0,0.69,0.52,6,1,0,0,0
2.0,0.267,0.4,0.6,0.0,67.32,11.0,70.0,70.0,1,45,4.0,0,0,0.0,0,240.0,0.0232,2450.0,2.3219,4,0.3984,0.8,0.0092,0.0,0.73,0.61,9,1,0,0,0
0.22,0.113,0.13,0.87,0.0,153.35,19.0,90.0,70.0,1,45,3.0,0,0,0.0,0,270.0,0.0251,3150.0,2.3219,9,0.5032,0.3,0.0087,0.0,0.73,0.52,9,1,0,0,0
0.22,0.113,0.03,0.93,0.03,127.75,28.0,70.0,50.0,1,45,4.0,0,0,0.0,0,200.0,0.0199,1750.0,2.3219,7,0.2749,0.4,0.011,0.0,0.78,0.64,6,0,0,1,0
0.22,0.113,0.03,0.9,0.07,88.87,29.0,90.0,90.0,1,70,4.0,0,0,0.0,0,240.0,0.0387,4050.0,2.3219,7,0.332,0.6,0.0089,0.0,0.69,0.48,12,1,0,0,0
0.22,0.113,0.07,0.83,0.1,61.08,26.0,90.0,50.0,1,45,4.0,0,0,0.0,0,254.1176,0.0236,2250.0,2.3219,10,0.3327,0.4,0.0162,0.0,0.54,0.63,6,1,0,0,0
2.0,0.267,0.53,0.37,0.1,134.04,14.0,50.0,70.0,1,30,4.0,0,0,0.0,0,180.0,0.0183,1750.0,2.3219,6,0.3526,0.5,0.0129,0.0,0.56,0.67,4,1,0,0,0
2.0,0.267,0.0,1.0,0.0,43.35,7.0,90.0,70.0,1,30,5.0,0,0,0.0,0,257.1429,0.03,3150.0,2.3219,7,0.3638,0.4,0.0089,0.0,0.0,0.0,0,0,0,0,1
0.22,0.113,0.4,0.6,0.0,21.36,3.0,70.0,50.0,0,0,0.0,1,40,2.0,0,249.2308,0.0201,1750.0,2.3219,20,0.3254,0.6,0.0125,0.0,0.72,0.53,6,0,0,0,0
2.0,0.267,0.2,0.8,0.0,451.92,15.0,90.0,70.0,1,45,3.0,0,0,0.0,0,254.1176,0.0274,3150.0,2.3219,8,0.4608,0.5,0.0104,0.0,0.69,0.7,9,0,0,1,0
2.0,0.267,0.47,0.53,0.0,78.02,9.0,70.0,50.0,1,45,4.0,0,0,0.0,0,324.0,0.0172,1750.0,2.3219,4,0.4046,0.8,0.0105,0.0,0.71,0.47,6,1,0,0,0
2.0,0.267,0.52,0.48,0.0,66.69,9.0,50.0,90.0,0,0,0.0,1,5,4.0,0,120.0,0.0265,2250.0,2.3219,6,0.1313,0.7,0.0109,0.0,0.82,0.73,9,1,0,0,0
2.0,0.267,0.27,0.6,0.13,197.13,20.0,70.0,50.0,1,45,4.0,0,0,0.0,0,288.0,0.0173,1750.0,2.3219,3,0.3797,0.7,0.005,0.0,0.65,0.61,6,0,0,1,0
0.22,0.113,0.5,0.5,0.0,51.13,2.0,70.0,70.0,1,70,5.0,0,0,0.0,0,360.0,0.0251,2450.0,2.3219,2,0.3073,1.0,0.005,0.0,0.69,0.64,9,0,0,1,0
2.0,0.267,0.37,0.63,0.0,93.08,9.0,90.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0219,2250.0,2.3219,5,0.3602,0.8,0.0054,0.0,0.66,0.6,9,1,0,0,0
2.0,0.267,0.37,0.63,0.0,76.04,12.0,50.0,90.0,0,0,0.0,1,5,2.0,0,108.0,0.0274,2250.0,2.3219,10,0.0887,0.6,0.0194,0.0,0.58,0.54,9,1,0,0,0
0.22,0.113,0.61,0.39,0.0,141.58,4.0,70.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0185,1750.0,2.3219,2,0.3369,1.0,0.0004,0.0,0.62,0.43,6,0,0,1,0
2.0,0.267,0.1,0.7,0.2,274.97,27.0,90.0,70.0,0,0,0.0,1,7,4.0,0,196.3636,0.0355,3150.0,2.3219,9,0.129,0.4,0.0098,0.0,0.72,0.46,9,0,0,1,0
0.22,0.113,0.77,0.23,0.0,83.08,6.0,70.0,50.0,0,0,0.0,1,1,2.0,0,216.0,0.022,1750.0,2.3219,4,0.0746,0.5,0.0061,0.0,0.43,0.61,4,1,0,0,0
0.22,0.113,0.5,0.5,0.0,83.32,5.0,90.0,90.0,0,0,0.0,1,11,4.0,0,180.0,0.0436,4050.0,2.3219,17,0.1428,0.5,0.0134,0.0,0.65,0.5,8,0,0,1,0
0.22,0.113,0.47,0.53,0.0,174.4,7.0,90.0,90.0,1,30,5.0,0,0,0.0,0,205.7143,0.0298,4050.0,2.3219,6,0.4873,0.7,0.0072,0.0,0.62,0.6,12,0,0,1,0
0.22,0.113,0.47,0.53,0.0,88.34,10.0,50.0,90.0,1,30,4.0,0,0,0.0,0,360.0,0.0203,2250.0,2.3219,2,0.4609,1.0,0.0049,0.0,0.73,0.54,6,1,0,0,0
2.0,0.267,0.27,0.47,0.27,184.98,20.0,90.0,50.0,0,0,0.0,1,7,4.0,0,240.0,0.0258,2250.0,2.3219,12,0.1873,0.7,0.0104,0.0,0.63,0.43,6,0,0,1,0
0.22,0.113,0.13,0.87,0.0,106.65,9.0,90.0,50.0,1,30,3.0,0,0,0.0,0,216.0,0.017,2250.0,2.3219,5,0.5487,0.4,0.0114,0.0,0.74,0.62,9,1,0,0,0
2.0,0.267,0.73,0.27,0.0,50.28,4.0,50.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0144,1250.0,2.3219,2,0.314,0.0,0.0,1.0,0.73,0.68,4,1,0,0,0
2.0,0.267,0.13,0.87,0.0,89.88,18.0,90.0,70.0,1,30,4.0,0,0,0.0,0,180.0,0.0225,3150.0,2.3219,4,0.554,1.0,0.0076,0.0,0.52,0.66,9,1,0,0,0
0.22,0.113,0.17,0.83,0.0,256.74,12.0,50.0,70.0,1,30,4.0,0,0,0.0,0,240.0,0.0182,1750.0,2.3219,6,0.3611,0.3,0.0144,0.0,0.69,0.65,6,0,0,1,0
0.22,0.113,0.6,0.4,0.0,102.82,10.0,70.0,70.0,0,0,0.0,1,7,2.0,0,189.4737,0.0296,2450.0,2.3219,12,0.0896,0.5,0.0141,0.0,0.67,0.51,9,1,0,0,0
2.0,0.267,0.3,0.7,0.0,202.81,17.0,50.0,90.0,1,45,4.0,0,0,0.0,0,249.2308,0.0229,2250.0,2.3219,9,0.3536,0.4,0.0143,0.0,0.77,0.55,9,0,0,1,0
2.0,0.267,0.2,0.8,0.0,129.96,11.0,70.0,70.0,1,30,3.0,0,0,0.0,0,120.0,0.018,2450.0,2.3219,5,0.5812,0.2,0.007,0.0,0.58,0.55,9,0,0,1,0
0.22,0.113,0.17,0.79,0.03,215.55,9.0,90.0,50.0,0,0,0.0,1,5,6.0,0,90.0,0.0243,2250.0,2.3219,6,0.2491,0.3,0.0056,0.0,0.64,0.68,6,0,0,1,0
0.22,0.113,0.83,0.17,0.0,26.55,1.0,50.0,50.0,1,70,5.0,0,0,0.0,0,180.0,0.016,1250.0,2.3219,2,0.176,1.0,0.0004,0.0,0.57,0.57,6,0,0,1,0
0.22,0.113,0.67,0.33,0.0,75.07,7.0,70.0,70.0,1,45,5.0,0,0,0.0,0,180.0,0.0241,2450.0,2.3219,2,0.3263,0.0,0.0,1.0,0.49,0.55,6,1,0,0,0
0.22,0.113,0.63,0.33,0.03,70.68,7.0,50.0,70.0,1,30,4.0,0,0,0.0,0,180.0,0.0179,1750.0,2.3219,2,0.38,0.0,0.0,1.0,0.65,0.78,4,1,0,0,0
0.22,0.113,0.97,0.03,0.0,67.39,7.0,50.0,70.0,0,0,0.0,1,1,4.0,0,180.0,0.0218,1750.0,2.3219,2,0.0906,1.0,0.0004,0.0,0.44,0.32,4,1,0,0,0
0.22,0.113,0.33,0.67,0.0,91.1,17.0,50.0,90.0,1,70,3.0,0,0,0.0,0,260.6897,0.023,2250.0,2.3219,11,0.3787,0.6,0.0159,0.0,0.61,0.65,6,1,0,0,0
0.22,0.113,0.43,0.57,0.0,117.34,13.0,70.0,90.0,0,0,0.0,1,5,4.0,0,196.3636,0.0358,3150.0,2.3219,8,0.1078,0.5,0.0098,0.0,0.72,0.52,9,1,0,0,0
2.0,0.267,0.33,0.2,0.47,453.28,23.0,90.0,70.0,0,0,0.0,1,7,2.0,0,148.2353,0.0368,3150.0,2.3219,14,0.0779,0.6,0.0112,0.0,0.67,0.47,6,0,0,1,0
2.0,0.267,0.17,0.7,0.13,310.27,25.0,90.0,70.0,1,45,5.0,0,0,0.0,0,360.0,0.0292,3150.0,2.3219,2,0.3802,1.0,0.0062,0.0,0.71,0.58,6,0,0,1,0
2.0,0.267,0.03,0.5,0.47,502.34,28.0,70.0,90.0,0,0,0.0,1,7,4.0,0,150.0,0.0354,3150.0,2.3219,11,0.1395,0.5,0.0157,0.0,0.77,0.4,6,0,0,1,0
0.22,0.113,0.9,0.1,0.0,38.61,2.0,70.0,50.0,0,0,0.0,1,1,2.0,0,216.0,0.022,1750.0,2.3219,4,0.0746,0.5,0.0097,0.0,0.68,0.52,4,0,0,1,0
2.0,0.267,0.41,0.38,0.21,173.56,15.0,50.0,70.0,1,45,5.0,0,0,0.0,0,360.0,0.019,1750.0,2.3219,1,0.294,0.0,0.0,1.0,0.71,0.53,4,0,0,1,0
0.22,0.113,0.21,0.79,0.0,335.7,11.0,50.0,90.0,1,30,4.0,0,0,0.0,0,120.0,0.0196,2250.0,2.3219,3,0.4633,0.7,0.0109,0.0,0.65,0.54,6,0,0,1,0
2.0,0.267,0.4,0.57,0.03,76.78,12.0,90.0,70.0,0,0,0.0,1,5,6.0,0,290.7692,0.034,3150.0,2.3219,10,0.1811,0.6,0.011,0.0,0.56,0.6,9,1,0,0,0
0.22,0.113,0.8,0.2,0.0,46.88,1.0,70.0,50.0,1,30,5.0,0,0,0.0,0,360.0,0.017,1750.0,2.3219,1,0.4117,0.0,0.0,1.0,0.64,0.51,4,0,0,1,0
2.0,0.267,0.37,0.63,0.0,46.18,5.0,50.0,50.0,1,70,5.0,0,0,0.0,0,180.0,0.0151,1250.0,2.3219,2,0.2492,0.0,0.0,1.0,0.67,0.68,6,1,0,0,0
0.22,0.113,0.67,0.33,0.0,57.14,2.0,50.0,70.0,0,0,0.0,1,3,4.0,0,216.0,0.0213,1750.0,2.3219,6,0.1369,0.3,0.0128,0.0,0.81,0.51,4,0,0,1,0
2.0,0.267,0.53,0.47,0.0,99.49,11.0,90.0,70.0,0,0,0.0,1,7,2.0,0,261.8182,0.0368,3150.0,2.3219,15,0.0779,0.5,0.0113,0.0,0.63,0.66,9,1,0,0,0
0.22,0.113,0.79,0.21,0.0,53.6,5.0,50.0,50.0,0,0,0.0,1,1,2.0,0,180.0,0.0163,1250.0,2.3219,4,0.0884,0.5,0.0078,0.0,0.58,0.54,6,1,0,0,0
0.22,0.113,0.5,0.5,0.0,93.32,9.0,70.0,50.0,1,30,4.0,0,0,0.0,0,216.0,0.015,1750.0,2.3219,5,0.476,0.6,0.008,0.0,0.49,0.52,4,1,0,0,0
0.22,0.113,0.54,0.46,0.0,151.37,6.0,70.0,90.0,0,0,0.0,1,7,6.0,0,120.0,0.0334,3150.0,2.3219,6,0.2089,0.3,0.0111,0.0,0.75,0.55,9,0,0,1,0
0.22,0.113,0.77,0.23,0.0,69.06,7.0,50.0,70.0,0,0,0.0,1,1,4.0,0,90.0,0.0218,1750.0,2.3219,4,0.0906,0.5,0.0116,0.0,0.82,0.6,4,1,0,0,0
0.22,0.113,0.73,0.27,0.0,57.2,2.0,90.0,70.0,0,0,0.0,1,7,2.0,0,249.2308,0.0367,3150.0,2.3219,12,0.0779,0.7,0.0079,0.0,0.64,0.41,9,0,0,1,0
0.22,0.113,0.4,0.6,0.0,93.76,9.0,90.0,50.0,1,45,4.0,0,0,0.0,0,240.0,0.0235,2250.0,2.3219,6,0.3264,0.7,0.0075,0.0,0.72,0.55,9,1,0,0,0
2.0,0.267,0.43,0.57,0.0,212.09,10.0,90.0,90.0,1,45,3.0,0,0,0.0,0,324.0,0.0296,4050.0,2.3219,4,0.5421,0.5,0.0065,0.0,0.54,0.43,12,0,0,1,0
2.0,0.267,0.33,0.53,0.13,377.86,20.0,90.0,90.0,1,70,4.0,0,0,0.0,0,257.1429,0.0384,4050.0,2.3219,17,0.3301,0.7,0.0112,0.0,0.64,0.68,8,0,0,1,0
0.22,0.113,0.57,0.43,0.0,117.5,9.0,90.0,50.0,0,0,0.0,1,5,4.0,0,180.0,0.0263,2250.0,2.3219,11,0.1513,0.5,0.009,0.0,0.53,0.42,9,1,0,0,0
2.0,0.267,0.43,0.57,0.0,118.9,14.0,50.0,50.0,1,45,4.0,0,0,0.0,0,360.0,0.0149,1250.0,2.3219,1,0.2656,0.0,0.0,1.0,0.68,0.65,6,0,0,1,0
2.0,0.267,0.38,0.62,0.0,198.29,6.0,50.0,70.0,1,30,3.0,0,0,0.0,0,240.0,0.0157,1750.0,2.3219,6,0.5017,0.7,0.0114,0.0,0.63,0.46,6,0,0,1,0
0.22,0.113,0.41,0.59,0.0,89.52,4.0,90.0,70.0,0,0,0.0,1,5,4.0,0,290.7692,0.0358,3150.0,2.3219,10,0.1144,0.6,0.0117,0.0,0.68,0.58,9,0,0,1,0
2.0,0.267,0.4,0.27,0.33,96.13,16.0,70.0,50.0,1,70,4.0,0,0,0.0,0,360.0,0.0207,1750.0,2.3219,4,0.2414,0.8,0.0154,0.0,0.77,0.46,4,0,0,1,0
2.0,0.267,0.53,0.47,0.0,71.0,10.0,70.0,90.0,0,0,0.0,1,7,4.0,0,128.5714,0.0354,3150.0,2.3219,12,0.1344,0.7,0.0114,0.0,0.76,0.44,9,1,0,0,0
2.0,0.267,0.07,0.83,0.1,289.6,25.0,70.0,70.0,0,0,0.0,1,7,2.0,0,216.0,0.0296,2450.0,2.3219,15,0.092,0.5,0.0106,0.0,0.66,0.54,9,0,0,1,0
2.0,0.267,0.48,0.41,0.1,158.33,14.0,50.0,50.0,0,0,0.0,1,1,2.0,0,180.0,0.0163,1250.0,2.3219,4,0.0884,0.5,0.0051,0.0,0.75,0.63,6,0,0,1,0
2.0,0.267,0.17,0.57,0.27,187.83,24.0,50.0,70.0,1,30,5.0,0,0,0.0,0,120.0,0.0186,1750.0,2.3219,4,0.3189,0.5,0.006,0.0,0.71,0.29,4,0,0,1,0
2.0,0.267,0.33,0.67,0.0,118.04,15.0,90.0,90.0,0,0,0.0,1,9,4.0,0,120.0,0.044,4050.0,2.3219,16,0.134,0.5,0.0128,0.0,0.61,0.62,12,1,0,0,0
2.0,0.267,0.4,0.6,0.0,53.5,13.0,50.0,90.0,1,70,4.0,0,0,0.0,0,180.0,0.0231,2250.0,2.3219,10,0.3269,0.5,0.0085,0.0,0.69,0.59,6,1,0,0,0
0.22,0.113,0.59,0.41,0.0,31.74,1.0,50.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.015,1250.0,2.3219,2,0.2456,0.0,0.0,1.0,0.58,0.59,6,0,0,1,0
0.22,0.113,0.47,0.53,0.0,117.11,12.0,90.0,90.0,0,0,0.0,1,9,6.0,0,180.0,0.0412,4050.0,2.3219,10,0.214,0.5,0.0117,0.0,0.64,0.7,12,1,0,0,0
2.0,0.267,0.47,0.53,0.0,87.98,7.0,90.0,50.0,1,30,3.0,0,0,0.0,0,180.0,0.0167,2250.0,2.3219,2,0.5769,0.0,0.0,1.0,0.74,0.56,6,0,0,1,0
0.22,0.113,0.43,0.57,0.0,117.25,14.0,90.0,90.0,1,45,5.0,0,0,0.0,0,270.0,0.033,4050.0,2.3219,9,0.4331,0.6,0.0094,0.0,0.66,0.52,8,1,0,0,0
